title,movie_count,years
Breathing Room,2,"[1996.0, 2008.0]"
Brewster's Millions,2,"[1945.0, 1985.0]"
Bright Lights,2,"[1930.0, 1935.0]"
Brighton Rock,2,"[1947.0, 2010.0]"
The Black Room,2,"[1935.0, 2016.0]"
The Bling Ring,2,"[2011.0, 2013.0]"
The Blob,2,"[1958.0, 1988.0]"
The Blue Bird,2,"[1918.0, 1940.0]"
The Blue Hour,2,"[2007.0, 2015.0]"
The Blue Lagoon,2,"[1949.0, 1980.0]"
The Blue Planet,2,"[1981.0, 2001.0]"
The Children,2,"[1985.0, 2008.0]"
The Choice,2,"[1970.0, 2016.0]"
The Boxer,2,"[1997.0, 2009.0]"
The Boy,2,"[2015.0, 2016.0]"
The Boy Next Door,2,"[2008.0, 2015.0]"
The Brain,2,"[1969.0, 1988.0]"
The Brave One,2,"[1956.0, 2007.0]"
The Breed,2,"[2001.0, 2006.0]"
The Bride,2,"[1985.0, 2017.0]"
The Browning Version,2,"[1951.0, 1994.0]"
The Buccaneer,2,"[1938.0, 1958.0]"
The Bunker,2,"[2001.0, 2015.0]"
The Caller,2,"[2008.0, 2011.0]"
The Candidate,2,"[1972.0, 2008.0]"
The Canterville Ghost,2,"[1944.0, 1996.0]"
Boys Don't Cry,2,"[1999.0, 2000.0]"
Book of Love,2,"[1990.0, 2004.0]"
Bordertown,2,"[1935.0, 2006.0]"
Born Yesterday,2,"[1950.0, 1993.0]"
Born to Be Bad,2,"[1934.0, 1950.0]"
Born to Be Wild,2,"[1995.0, 2011.0]"
Born to Win,2,"[1971.0, 2016.0]"
Borrowed Time,2,"[2013.0, 2015.0]"
Bound,2,"[1996.0, 2015.0]"
Bounty Hunters,2,"[2011.0, 2016.0]"
The Caretaker,2,"[2008.0, 2016.0]"
The Case for Christ,2,"[2007.0, 2017.0]"
The Cat in the Hat,2,"[1971.0, 2003.0]"
The Champ,2,"[1931.0, 1979.0]"
The Charge of the Light Brigade,2,"[1936.0, 1968.0]"
The Cheat,2,"[1915.0, 1950.0]"
The Cheaters,2,"[1945.0, 1958.0]"
The Crazies,2,"[1973.0, 2010.0]"
The Crossing,2,"[2000.0, 2014.0]"
The Crush,2,"[1967.0, 1993.0]"
The Cry of the Owl,2,"[1987.0, 2009.0]"
The Cup,2,"[1999.0, 2011.0]"
The Chorus,2,"[1982.0, 2004.0]"
The Chosen,2,"[1981.0, 2015.0]"
The Christmas Party,2,"[1996.0, 2009.0]"
The Citizen,2,"[2012.0, 2017.0]"
The Class,2,"[2007.0, 2008.0]"
The Client,2,"[1994.0, 2011.0]"
The Clown,2,"[1953.0, 2011.0]"
The Cold Light of Day,2,"[1996.0, 2012.0]"
The Collection,2,"[1976.0, 2012.0]"
The Condemned,2,"[2007.0, 2013.0]"
Bomber,2,"[1982.0, 2009.0]"
Bloodline,2,"[1979.0, 2011.0]"
Bloodsuckers,2,"[1991.0, 2005.0]"
Blown Away,2,"[1993.0, 1994.0]"
Blue Steel,2,"[1934.0, 1990.0]"
Bluebird,2,"[2004.0, 2014.0]"
Blush,2,"[2005.0, 2015.0]"
Body,2,[2015.0]
Body Count,2,"[1987.0, 1998.0]"
The Conquerors,2,"[1932.0, 2013.0]"
The Convent,2,"[1995.0, 2000.0]"
The Corridor,2,"[1994.0, 2012.0]"
The Cottage,2,"[2008.0, 2012.0]"
The Country Doctor,2,"[1909.0, 2016.0]"
The Covenant,2,"[2006.0, 2017.0]"
The Cow,2,"[1969.0, 1990.0]"
The Coward,2,"[1915.0, 1965.0]"
Blockade,2,"[1938.0, 2005.0]"
The Cure,2,"[1917.0, 1995.0]"
The Dark,2,"[1979.0, 2006.0]"
The Dark Horse,2,"[1932.0, 2014.0]"
The Dark Knight,2,"[2008.0, 2011.0]"
The Dark Tower,2,"[1943.0, 2017.0]"
The Dawn Patrol,2,"[1930.0, 1938.0]"
The Dawns Here Are Quiet,2,"[1972.0, 2015.0]"
The Day of the Triffids,2,"[1962.0, 2009.0]"
The Day the Earth Stood Still,2,"[1951.0, 2008.0]"
The Dead Zone,2,"[1983.0, 2002.0]"
The Debut,2,"[1970.0, 2000.0]"
Blood Moon,2,"[2014.0, 2016.0]"
Blood Ties,2,"[1991.0, 2013.0]"
Blood of My Blood,2,"[2011.0, 2015.0]"
Blood: The Last Vampire,2,"[2000.0, 2009.0]"
The Deep,2,"[1977.0, 2012.0]"
The Deep Blue Sea,2,"[1955.0, 2011.0]"
The Defender,2,"[1994.0, 2004.0]"
The Defiant Ones,2,"[1958.0, 1986.0]"
The Dentist,2,"[1932.0, 1996.0]"
The Detective,2,"[1968.0, 2007.0]"
The Disappeared,2,[2008.0]
The Dresser,2,"[1983.0, 2015.0]"
The Duel,2,"[1981.0, 2016.0]"
The Dunwich Horror,2,"[1970.0, 2009.0]"
The Edge,2,"[1968.0, 1997.0]"
Black Rain,2,[1989.0]
Black River,2,"[1957.0, 2001.0]"
Black Sea,2,"[2009.0, 2014.0]"
Black Sunday,2,"[1960.0, 1977.0]"
Blast,2,"[1997.0, 2004.0]"
The Forger,2,"[2011.0, 2014.0]"
The Forgotten,2,"[2004.0, 2014.0]"
The Formula,2,"[1980.0, 2014.0]"
The Eighth Day,2,"[1979.0, 1996.0]"
The Elephant Man,2,"[1980.0, 1982.0]"
The Emperor's New Clothes,2,"[2001.0, 2015.0]"
The Encounter,2,"[2010.0, 2015.0]"
The End of the Affair,2,"[1955.0, 1999.0]"
The Entity,2,"[1982.0, 2015.0]"
The Escape,2,"[2009.0, 2016.0]"
The Escapist,2,"[2002.0, 2008.0]"
The Escort,2,"[1993.0, 2015.0]"
The Event,2,"[2003.0, 2015.0]"
The Executioner,2,"[1963.0, 1970.0]"
The Experiment,2,"[2001.0, 2010.0]"
The Eye,2,"[2002.0, 2008.0]"
The Frozen North,2,"[1922.0, 2006.0]"
The Fugitive,2,"[1947.0, 1993.0]"
The Funeral,2,"[1984.0, 1996.0]"
The Future,2,"[2011.0, 2013.0]"
The Garage,2,"[1920.0, 1979.0]"
The Gathering Storm,2,"[1974.0, 2002.0]"
The Falls,2,"[1980.0, 2012.0]"
The Family,2,"[1987.0, 2013.0]"
The Family Jewels,2,"[1965.0, 2004.0]"
The Fan,2,"[1981.0, 1996.0]"
The Fast and the Furious,2,"[1955.0, 2001.0]"
The Final Cut,2,"[1996.0, 2004.0]"
The Firm,2,"[1993.0, 2009.0]"
The First Time,2,"[1983.0, 2012.0]"
The Flight Before Christmas,2,"[2008.0, 2015.0]"
The Foreigner,2,"[1978.0, 2003.0]"
Bird on a Wire,2,"[1974.0, 1990.0]"
Black,2,"[2005.0, 2015.0]"
Black Beauty,2,"[1971.0, 1994.0]"
Black Butterfly,2,"[2006.0, 2017.0]"
Black Christmas,2,"[1974.0, 2006.0]"
Black Friday,2,"[1940.0, 2004.0]"
Black Girl,2,"[1966.0, 1972.0]"
Black Ice,2,"[1994.0, 2007.0]"
Black Moon,2,"[1934.0, 1975.0]"
The Forty-First,2,"[1927.0, 1956.0]"
The Fountain,2,"[1989.0, 2006.0]"
The Four Horsemen of the Apocalypse,2,"[1921.0, 1962.0]"
The Freshman,2,"[1925.0, 1990.0]"
The Front,2,"[1976.0, 2010.0]"
The Front Line,2,"[2006.0, 2011.0]"
The Front Page,2,"[1931.0, 1974.0]"
The Guardian,2,"[1990.0, 2006.0]"
The Guide,2,"[2011.0, 2014.0]"
The Gauntlet,2,"[1977.0, 2013.0]"
The General,2,"[1926.0, 1998.0]"
The Getaway,2,"[1972.0, 1994.0]"
The Ghost Train,2,"[1901.0, 1941.0]"
The Ghoul,2,"[1933.0, 1975.0]"
The Girl Said No,2,"[1930.0, 1937.0]"
The Girl from the Marsh Croft,2,"[1917.0, 1935.0]"
The Girl with the Dragon Tattoo,2,"[2009.0, 2011.0]"
The Girls,2,"[1961.0, 1968.0]"
The Glass House,2,"[1972.0, 2001.0]"
Big Game,2,"[2008.0, 2014.0]"
Big Trouble,2,"[1986.0, 2002.0]"
Billy the Kid,2,"[1930.0, 1941.0]"
Bingo,2,"[1991.0, 2013.0]"
The Hero,2,"[1966.0, 2017.0]"
The Hills Have Eyes,2,"[1977.0, 2006.0]"
The Hills Run Red,2,"[1966.0, 2009.0]"
The Hitcher,2,"[1986.0, 2007.0]"
The Hive,2,"[2008.0, 2015.0]"
The Good Humor Man,2,"[1950.0, 2008.0]"
The Good Lie,2,"[2013.0, 2014.0]"
The Good Life,2,"[2007.0, 2008.0]"
The Good Shepherd,2,"[2004.0, 2006.0]"
The Good Son,2,"[1993.0, 2011.0]"
The Goodbye Girl,2,"[1977.0, 2004.0]"
The Great Waltz,2,"[1938.0, 1972.0]"
The Greatest,2,"[1977.0, 2009.0]"
The Green Inferno,2,"[1988.0, 2014.0]"
The Green Years,2,"[1946.0, 1963.0]"
The Grim Reaper,2,"[1962.0, 1980.0]"
The Host,2,"[2006.0, 2013.0]"
The Housemaid,2,"[1960.0, 2010.0]"
The Human Factor,2,"[1979.0, 2013.0]"
The Hunt,2,"[1966.0, 2012.0]"
The Hunted,2,"[1995.0, 2003.0]"
The Hunting Party,2,"[1971.0, 2007.0]"
The Hurricane,2,"[1937.0, 1999.0]"
The Gunfighter,2,"[1950.0, 2014.0]"
The Hammer,2,"[2007.0, 2010.0]"
The Hand,2,"[1965.0, 1981.0]"
The Hands of Orlac,2,"[1924.0, 1960.0]"
The Happening,2,"[1967.0, 2008.0]"
The Hard Way,2,"[1943.0, 1991.0]"
The Haunting,2,"[1963.0, 1999.0]"
The Heartbreak Kid,2,"[1972.0, 2007.0]"
The Heat,2,"[2006.0, 2013.0]"
Beloved Enemy,2,"[1936.0, 1979.0]"
Ben-Hur,2,"[1959.0, 2016.0]"
Beneath,2,[2013.0]
Benji,2,"[1974.0, 2012.0]"
Beowulf,2,"[1999.0, 2007.0]"
Bernie,2,"[1996.0, 2012.0]"
Best Friends,2,"[1982.0, 2005.0]"
Betrayal,2,"[1983.0, 2003.0]"
Betrayed,2,"[1954.0, 1988.0]"
Between Us,2,"[2012.0, 2016.0]"
Bewitched,2,"[1945.0, 2005.0]"
Beyond a Reasonable Doubt,2,"[1956.0, 2009.0]"
Beyond the Law,2,[1968.0]
Beyond the Walls,2,"[1984.0, 2012.0]"
The Holy Mountain,2,"[1926.0, 1973.0]"
The Hoodlum,2,"[1919.0, 1951.0]"
The Jazz Singer,2,"[1927.0, 1980.0]"
The Jungle,2,"[2012.0, 2013.0]"
The Karate Kid,2,"[1984.0, 2010.0]"
The Kid,2,"[1921.0, 2000.0]"
The Idiot,2,"[1951.0, 2003.0]"
The Illusionist,2,"[2006.0, 2010.0]"
The Immigrant,2,"[1917.0, 2013.0]"
The Immortals,2,"[1974.0, 1995.0]"
The In Crowd,2,"[1988.0, 2000.0]"
The In-Laws,2,"[1979.0, 2003.0]"
The Initiation of Sarah,2,"[1978.0, 2006.0]"
The Innocent,2,"[1976.0, 1993.0]"
The Institute,2,"[2013.0, 2017.0]"
The Intern,2,"[2000.0, 2015.0]"
The Interview,2,"[1998.0, 2014.0]"
Beloved,2,"[1998.0, 2011.0]"
Batman,2,"[1966.0, 1989.0]"
Battleground,2,"[1949.0, 2012.0]"
Be with Me,2,"[2005.0, 2010.0]"
Beat,2,"[1997.0, 2000.0]"
Beau Geste,2,"[1926.0, 1939.0]"
Beauties of the Night,2,"[1952.0, 2016.0]"
Beautiful Creatures,2,"[2000.0, 2013.0]"
Bed of Roses,2,"[1933.0, 1996.0]"
Bedazzled,2,"[1967.0, 2000.0]"
Behind Enemy Lines,2,"[1997.0, 2001.0]"
Belle Starr,2,"[1941.0, 1980.0]"
The Invisible Boy,2,"[1957.0, 2014.0]"
The Invisible Man,2,"[1933.0, 1984.0]"
The Invitation,2,"[2003.0, 2015.0]"
The Island of Dr. Moreau,2,"[1977.0, 1996.0]"
The Italian Job,2,"[1969.0, 2003.0]"
The Life & Adventures of Santa Claus,2,"[1985.0, 2000.0]"
The Lift,2,"[1972.0, 1983.0]"
The Liquidator,2,"[1965.0, 2011.0]"
The King and I,2,"[1956.0, 1999.0]"
The Kingdom,2,"[1994.0, 2007.0]"
The Knot,2,"[2000.0, 2012.0]"
The Ladies Man,2,"[1961.0, 2000.0]"
The Lady in the Car with Glasses and a Gun,2,"[1970.0, 2015.0]"
The Ladykillers,2,"[1955.0, 2004.0]"
The Last Days,2,"[1998.0, 2013.0]"
The Last Flight,2,"[1931.0, 2009.0]"
The Last House on the Left,2,"[1972.0, 2009.0]"
The Last Kiss,2,"[2001.0, 2006.0]"
The Last Laugh,2,"[1924.0, 2016.0]"
Barricade,2,"[1950.0, 2012.0]"
Bartleby,2,"[1970.0, 2001.0]"
The Lookout,2,"[2007.0, 2012.0]"
The Lorax,2,"[1972.0, 2012.0]"
The Lost,2,"[2006.0, 2009.0]"
The Lottery,2,"[1996.0, 2010.0]"
The Love Bug,2,"[1968.0, 1997.0]"
The Love Letter,2,"[1998.0, 1999.0]"
The Lower Depths,2,"[1936.0, 1957.0]"
The Last Minute,2,"[1988.0, 2001.0]"
The Last Patrol,2,"[2001.0, 2014.0]"
The Last Run,2,"[1971.0, 2004.0]"
The Last Tycoon,2,"[1976.0, 2012.0]"
The Last Word,2,"[2008.0, 2017.0]"
The Law,2,"[1959.0, 1990.0]"
The Lesson,2,"[2014.0, 2015.0]"
The Letters,2,"[2006.0, 2015.0]"
The Libertine,2,"[2000.0, 2004.0]"
Bad Girls,2,"[1994.0, 2007.0]"
Bait,2,"[2000.0, 2012.0]"
Bandidos,2,"[1967.0, 1991.0]"
Bandits,2,"[1997.0, 2001.0]"
Bangkok Dangerous,2,"[1999.0, 2008.0]"
Barbara,2,"[1997.0, 2012.0]"
Bare Knuckles,2,"[1977.0, 2010.0]"
Barefoot,2,"[2005.0, 2014.0]"
Barely Legal,2,"[2003.0, 2011.0]"
Barnacle Bill,2,"[1941.0, 1957.0]"
The Little Mermaid,2,"[1976.0, 1989.0]"
The Little Prince,2,"[1974.0, 2015.0]"
The Little Thief,2,"[1988.0, 1999.0]"
The Living and the Dead,2,"[2006.0, 2007.0]"
The Lodger,2,"[1944.0, 2009.0]"
The Longest Yard,2,"[1974.0, 2005.0]"
Back Street,2,"[1941.0, 1961.0]"
Back in the Day,2,"[2014.0, 2016.0]"
Backstage,2,"[2000.0, 2005.0]"
The Luck of the Irish,2,"[1948.0, 2001.0]"
The Magic Flute,2,"[1975.0, 2006.0]"
The Magnificent Seven,2,"[1960.0, 2016.0]"
The Maker,2,"[1997.0, 2011.0]"
The Maltese Falcon,2,"[1931.0, 1941.0]"
The Man I Love,2,"[1947.0, 1997.0]"
The Man Who Knew Too Much,2,"[1934.0, 1956.0]"
The Man Who Laughs,2,"[1928.0, 2012.0]"
The Man Who Loved Women,2,"[1977.0, 1983.0]"
The Man Who Wasn't There,2,"[1983.0, 2001.0]"
The Manchurian Candidate,2,"[1962.0, 2004.0]"
The Mark,2,"[1961.0, 2012.0]"
Bad Girl,2,"[1931.0, 2016.0]"
The Mark of Cain,2,"[2000.0, 2008.0]"
The Mark of Zorro,2,"[1920.0, 1940.0]"
The Master and Margarita,2,"[1994.0, 2005.0]"
The Matador,2,"[2005.0, 2008.0]"
The Maze,2,"[1953.0, 2010.0]"
The Mechanic,2,"[1972.0, 2011.0]"
The Merchant of Venice,2,"[1980.0, 2004.0]"
The Mermaid,2,"[1904.0, 2016.0]"
The Midwife,2,"[2015.0, 2017.0]"
The Mine,2,"[2013.0, 2016.0]"
Attraction,2,"[2001.0, 2017.0]"
Autopsy,2,"[1975.0, 2008.0]"
Autumn,2,"[1990.0, 2009.0]"
Autumn Tale,2,"[1998.0, 2000.0]"
Awaken,2,"[2013.0, 2015.0]"
Baba Yaga,2,"[1971.0, 1973.0]"
The One and Only,2,"[1978.0, 1999.0]"
The Open Road,2,"[1926.0, 2009.0]"
The Opposite Sex,2,"[1956.0, 2014.0]"
The Other Side,2,"[1994.0, 2015.0]"
The Mirror,2,"[1997.0, 2015.0]"
The Mission,2,"[1986.0, 1999.0]"
The Monkey King,2,"[1964.0, 2014.0]"
The Morning After,2,"[1986.0, 2015.0]"
The Mugger,2,"[1958.0, 2007.0]"
The Muse,2,"[1999.0, 2007.0]"
The Music Man,2,"[1962.0, 2003.0]"
The Mysterious Island,2,"[1929.0, 1973.0]"
The Net,2,"[1995.0, 2003.0]"
The Night Before,2,"[1988.0, 2015.0]"
The Night Stalker,2,"[1972.0, 2016.0]"
The Nightmare,2,[2015.0]
Army,2,"[1944.0, 1996.0]"
Around the World in 80 Days,2,"[1989.0, 2004.0]"
Arrowhead,2,"[1953.0, 2016.0]"
Arsenal,2,"[1929.0, 2017.0]"
Arthur,2,"[1981.0, 2011.0]"
As It Is in Heaven,2,"[2004.0, 2014.0]"
As You Like It,2,"[1978.0, 2006.0]"
Assassin,2,"[1969.0, 2015.0]"
Assault on Precinct 13,2,"[1976.0, 2005.0]"
The Notebook,2,"[2004.0, 2013.0]"
The Nutty Professor,2,"[1963.0, 1996.0]"
The Odd Couple,2,"[1968.0, 1979.0]"
The Odyssey,2,"[1997.0, 2016.0]"
The Old Dark House,2,"[1932.0, 1963.0]"
The Old Maid,2,"[1939.0, 1972.0]"
The Omen,2,"[1976.0, 2006.0]"
The Presence,2,"[2010.0, 2014.0]"
The President,2,"[1961.0, 2014.0]"
The Other Woman,2,"[2010.0, 2014.0]"
The Overcoat,2,"[1952.0, 1959.0]"
The Package,2,"[1989.0, 2013.0]"
The Painted Veil,2,"[1934.0, 2006.0]"
The Paleface,2,"[1922.0, 1948.0]"
The Parent Trap,2,"[1961.0, 1998.0]"
The Party,2,"[1968.0, 1980.0]"
The Passenger,2,"[1975.0, 2006.0]"
The Patriot,2,"[1998.0, 2000.0]"
The Patsy,2,"[1928.0, 1964.0]"
The Penalty,2,"[1920.0, 1941.0]"
The Phantom Carriage,2,"[1921.0, 1939.0]"
April Fool's Day,2,"[1986.0, 2008.0]"
Archangel,2,"[1990.0, 2005.0]"
Animal,2,"[2005.0, 2014.0]"
Animal Farm,2,"[1954.0, 1999.0]"
Anna,2,"[1988.0, 1994.0]"
Annie Oakley,2,"[1894.0, 1935.0]"
Another Year,2,"[2010.0, 2014.0]"
Applause,2,"[1930.0, 2009.0]"
The Philadelphia Experiment,2,"[1984.0, 2012.0]"
The Pink Panther,2,"[1963.0, 2006.0]"
The Pirates of Penzance,2,"[1980.0, 1983.0]"
The Pit,2,"[1981.0, 2009.0]"
The Plainsman,2,"[1936.0, 1966.0]"
The Pool,2,"[2008.0, 2014.0]"
The Poseidon Adventure,2,"[1972.0, 2005.0]"
The Postman,2,"[1994.0, 1997.0]"
The Postman Always Rings Twice,2,"[1946.0, 1981.0]"
The Power and the Glory,2,"[1933.0, 1961.0]"
The Prey,2,"[2011.0, 2016.0]"
The Priest,2,"[1978.0, 2009.0]"
The Prize,2,"[1963.0, 2011.0]"
The Prodigal Son,2,"[1981.0, 1992.0]"
The Producers,2,"[1967.0, 2005.0]"
The Professional,2,"[1981.0, 2003.0]"
The Program,2,"[1993.0, 2015.0]"
The Prophet,2,"[1968.0, 2014.0]"
The Proposition,2,"[1998.0, 2005.0]"
The Protector,2,"[1985.0, 2005.0]"
The Prowler,2,"[1951.0, 1981.0]"
The Punisher,2,"[1989.0, 2004.0]"
The Pyramid,2,"[2007.0, 2014.0]"
Angel Baby,2,"[1961.0, 1995.0]"
Angels in the Outfield,2,"[1951.0, 1994.0]"
Anguish,2,"[1987.0, 2015.0]"
The Saint,2,"[1997.0, 2017.0]"
The Scarecrow,2,"[1920.0, 1972.0]"
The Queen,2,"[1968.0, 2006.0]"
The Queen of Spades,2,"[1916.0, 1949.0]"
The Quick and the Dead,2,"[1987.0, 1995.0]"
The Quiet American,2,"[1958.0, 2002.0]"
The Racket,2,"[1928.0, 1951.0]"
The Raid,2,"[1954.0, 2011.0]"
The Rainmaker,2,"[1956.0, 1997.0]"
The Razor's Edge,2,"[1946.0, 1984.0]"
The Reader,2,"[1988.0, 2008.0]"
The Real McCoy,2,"[1993.0, 1999.0]"
The Rebel,2,"[1980.0, 2007.0]"
The Red Detachment of Women,2,"[1961.0, 1970.0]"
The Red Inn,2,"[1951.0, 2007.0]"
The Red Shoes,2,"[1948.0, 2006.0]"
The Secret Life of Walter Mitty,2,"[1947.0, 2013.0]"
The Sentinel,2,"[1977.0, 2006.0]"
The Shaggy Dog,2,"[1959.0, 2006.0]"
The Sheik,2,"[1921.0, 2014.0]"
The Show,2,"[1927.0, 1995.0]"
The Signal,2,"[2007.0, 2014.0]"
The Sitter,2,"[2007.0, 2011.0]"
The Sniper,2,"[1952.0, 2009.0]"
The Rescue,2,"[1971.0, 1988.0]"
The Revenant,2,"[2009.0, 2015.0]"
The Rift,2,"[1990.0, 2016.0]"
The Rite,2,"[1969.0, 2011.0]"
The Roman Spring of Mrs. Stone,2,"[1961.0, 2003.0]"
The Rookie,2,"[1990.0, 2002.0]"
The Roommate,2,"[2008.0, 2011.0]"
The Runner,2,"[1984.0, 2015.0]"
Amber Alert,2,"[2012.0, 2016.0]"
Amen,2,"[2011.0, 2013.0]"
America,2,"[1924.0, 2009.0]"
American Gun,2,"[2002.0, 2005.0]"
American Virgin,2,"[2000.0, 2009.0]"
Americano,2,"[2005.0, 2011.0]"
Amy,2,"[1997.0, 2015.0]"
An Eye for an Eye,2,"[1957.0, 1981.0]"
An Ideal Husband,2,"[1947.0, 1999.0]"
An Inspector Calls,2,"[1954.0, 2015.0]"
Anastasia,2,"[1956.0, 1997.0]"
And Soon the Darkness,2,"[1970.0, 2010.0]"
The Scarlet Flower,2,"[1952.0, 1978.0]"
The Scarlet Pimpernel,2,"[1934.0, 1982.0]"
The Sea Hawk,2,"[1924.0, 1940.0]"
The Search,2,"[1948.0, 2014.0]"
The Thief of Bagdad,2,"[1924.0, 1940.0]"
The Thing,2,"[1982.0, 2011.0]"
The Thomas Crown Affair,2,"[1968.0, 1999.0]"
The Snow Queen,2,"[1957.0, 2012.0]"
The Snowman,2,"[1982.0, 2009.0]"
The Snows of Kilimanjaro,2,"[1952.0, 2011.0]"
The Son,2,"[1973.0, 2002.0]"
The Sorcerer's Apprentice,2,"[1978.0, 2010.0]"
The Source,2,"[1999.0, 2011.0]"
The Spiral Staircase,2,"[1946.0, 2000.0]"
The Square,2,"[2008.0, 2013.0]"
The Star,2,"[1952.0, 2002.0]"
The Stepfather,2,"[1987.0, 2009.0]"
The Stepford Wives,2,"[1975.0, 2004.0]"
The Strangler,2,"[1964.0, 1970.0]"
Altitude,2,"[2010.0, 2017.0]"
The Tracker,2,"[2001.0, 2002.0]"
The Trap,2,"[1946.0, 1959.0]"
The Traveler,2,"[1974.0, 2010.0]"
The Treasure,2,"[1923.0, 2015.0]"
The Treatment,2,"[2006.0, 2014.0]"
The Tree,2,"[2010.0, 2014.0]"
The Trial,2,"[1962.0, 2010.0]"
The Tribe,2,"[2014.0, 2016.0]"
The Sun Also Rises,2,"[1957.0, 2007.0]"
The Sunshine Boys,2,"[1975.0, 1996.0]"
The Survivor,2,"[1981.0, 2008.0]"
The Swindle,2,"[1955.0, 1997.0]"
The Tempest,2,"[1980.0, 1998.0]"
The Ten Commandments,2,"[1923.0, 1956.0]"
The Theory of Everything,2,"[2006.0, 2014.0]"
The Thief,2,"[1952.0, 1997.0]"
Aladin,2,"[2008.0, 2009.0]"
Alexander the Great,2,"[1956.0, 1980.0]"
Alfie,2,"[1966.0, 2004.0]"
Alice Through the Looking Glass,2,"[1998.0, 2016.0]"
All Night Long,2,"[1962.0, 1981.0]"
All Quiet on the Western Front,2,"[1930.0, 1979.0]"
All of Me,2,"[1984.0, 2013.0]"
All the King's Men,2,"[1949.0, 2006.0]"
All the Way Home,2,"[1963.0, 1981.0]"
Alone in the Dark,2,"[1982.0, 2005.0]"
The Three Stooges,2,"[2000.0, 2012.0]"
The Time Machine,2,"[1960.0, 2002.0]"
The Time of Your Life,2,"[1948.0, 1976.0]"
The Toolbox Murders,2,"[1978.0, 2004.0]"
The Touch,2,"[1971.0, 2002.0]"
The Toy,2,"[1976.0, 1982.0]"
The War,2,"[1994.0, 2007.0]"
The War at Home,2,"[1979.0, 1996.0]"
The Trip to Bountiful,2,"[1985.0, 2014.0]"
The Truth,2,"[1960.0, 2010.0]"
The Turning Point,2,"[1952.0, 1977.0]"
The Twelve Chairs,2,"[1962.0, 1970.0]"
The Ugly Duckling,2,"[1931.0, 2010.0]"
The Undefeated,2,"[1969.0, 2011.0]"
The Underneath,2,"[1995.0, 2013.0]"
The Unholy Three,2,"[1925.0, 1930.0]"
The Unknown Woman,2,"[2006.0, 2011.0]"
The Unseen,2,"[1945.0, 1980.0]"
The Van,2,"[1977.0, 1996.0]"
The Vanishing,2,"[1988.0, 1993.0]"
Airborne,2,"[1993.0, 2012.0]"
Aladdin,2,"[1986.0, 1992.0]"
Admiral,2,"[2008.0, 2015.0]"
Adrift,2,[2009.0]
Adventures in Babysitting,2,"[1987.0, 2016.0]"
After,2,"[2009.0, 2012.0]"
After Death,2,"[1915.0, 2012.0]"
After Life,2,"[1998.0, 2002.0]"
After Midnight,2,"[1989.0, 2014.0]"
After the Ball,2,"[1897.0, 2015.0]"
Aftershock,2,"[2010.0, 2012.0]"
The Very Thought of You,2,"[1944.0, 1998.0]"
The Village,2,"[2004.0, 2010.0]"
The Villain,2,"[1979.0, 2009.0]"
The Violent Kind,2,"[2008.0, 2010.0]"
The Virginian,2,"[1929.0, 1946.0]"
The Wait,2,"[2013.0, 2015.0]"
The Walking Dead,2,"[1936.0, 1995.0]"
The Wedding Party,2,"[1969.0, 2005.0]"
The Whistleblower,2,"[2010.0, 2014.0]"
The Wicker Man,2,"[1973.0, 2006.0]"
The Window,2,"[1949.0, 2008.0]"
The Winslow Boy,2,"[1948.0, 1999.0]"
The Witch,2,"[1966.0, 2016.0]"
The Wizard of Gore,2,"[1970.0, 2007.0]"
The Wizard of Oz,2,"[1925.0, 1939.0]"
The Woman in Black,2,"[1989.0, 2012.0]"
The Women,2,"[1939.0, 2008.0]"
The Wonders,2,"[2013.0, 2014.0]"
Act of Violence,2,"[1949.0, 2008.0]"
Action Jackson,2,"[1988.0, 2014.0]"
Adam and Eve,2,"[1995.0, 2005.0]"
Addicted,2,"[2002.0, 2014.0]"
Address Unknown,2,"[1944.0, 2001.0]"
Together,2,"[2000.0, 2002.0]"
Tom Thumb,2,"[1958.0, 2001.0]"
Tomboy,2,"[1985.0, 2011.0]"
Too Hot to Handle,2,"[1938.0, 1977.0]"
Topaze,2,"[1933.0, 1951.0]"
The Wrecking Crew,2,"[1968.0, 2008.0]"
The Wrong Girl,2,"[1999.0, 2015.0]"
The Wrong Man,2,"[1956.0, 1993.0]"
The Yearling,2,"[1946.0, 1994.0]"
They Died with Their Boots On,2,"[1941.0, 1978.0]"
Thick as Thieves,2,"[1999.0, 2009.0]"
Thieves,2,"[1996.0, 2007.0]"
Thin Ice,2,"[1937.0, 2011.0]"
Things to Come,2,"[1936.0, 2016.0]"
This Land Is Mine,2,"[1943.0, 2012.0]"
Three Sisters,2,"[1970.0, 2012.0]"
A Woman's Face,2,"[1938.0, 1941.0]"
Aankhen,2,"[1993.0, 2002.0]"
Abduction,2,"[2011.0, 2017.0]"
Abel,2,"[1986.0, 2010.0]"
Above Suspicion,2,"[1943.0, 1995.0]"
Accident,2,"[1967.0, 2009.0]"
Accused,2,"[2005.0, 2014.0]"
Thunderbolt,2,"[1929.0, 1995.0]"
Thunderstruck,2,"[2004.0, 2012.0]"
Time to Die,2,"[1966.0, 2007.0]"
Timecode,2,"[2000.0, 2016.0]"
Tinker Tailor Soldier Spy,2,"[1979.0, 2011.0]"
To Be or Not to Be,2,"[1942.0, 1983.0]"
To the Ends of the Earth,2,"[1948.0, 2005.0]"
